timestamp,Time ,Garbage,value
2018-03-24 5:15,2018-03-24 05:15:00 PDT,78.4kW,78.4
2018-03-24 5:30,2018-03-24 05:30:00 PDT,77.2kW,77.2
2018-03-24 5:45,2018-03-24 05:45:00 PDT,80.3kW,80.3
2018-03-24 6:00,2018-03-24 06:00:00 PDT,76.7kW,76.7
2018-03-24 6:15,2018-03-24 06:15:00 PDT,85.7kW,85.7
2018-03-24 6:30,2018-03-24 06:30:00 PDT,94.8kW,94.8
2018-03-24 6:45,2018-03-24 06:45:00 PDT,98.0kW,98
2018-03-24 7:00,2018-03-24 07:00:00 PDT,105.0kW,105
2018-03-24 7:15,2018-03-24 07:15:00 PDT,119.4kW,119.4
2018-03-24 7:30,2018-03-24 07:30:00 PDT,151.2kW,151.2
2018-03-24 7:45,2018-03-24 07:45:00 PDT,152.6kW,152.6
2018-03-24 8:00,2018-03-24 08:00:00 PDT,146.8kW,146.8
2018-03-24 8:15,2018-03-24 08:15:00 PDT,130.9kW,130.9
2018-03-24 8:30,2018-03-24 08:30:00 PDT,132.7kW,132.7
2018-03-24 8:45,2018-03-24 08:45:00 PDT,143.1kW,143.1
2018-03-24 9:00,2018-03-24 09:00:00 PDT,132.2kW,132.2
2018-03-24 9:15,2018-03-24 09:15:00 PDT,131.3kW,131.3
2018-03-24 9:30,2018-03-24 09:30:00 PDT,125.1kW,125.1
2018-03-24 9:45,2018-03-24 09:45:00 PDT,123.4kW,123.4
2018-03-24 10:00,2018-03-24 10:00:00 PDT,123.3kW,123.3
2018-03-24 10:15,2018-03-24 10:15:00 PDT,134.1kW,134.1
2018-03-24 10:30,2018-03-24 10:30:00 PDT,135.9kW,135.9
2018-03-24 10:45,2018-03-24 10:45:00 PDT,141.6kW,141.6
2018-03-24 11:00,2018-03-24 11:00:00 PDT,134.9kW,134.9
2018-03-24 11:15,2018-03-24 11:15:00 PDT,135.5kW,135.5
2018-03-24 11:30,2018-03-24 11:30:00 PDT,136.3kW,136.3
2018-03-24 11:45,2018-03-24 11:45:00 PDT,130.5kW,130.5
2018-03-24 12:00,2018-03-24 12:00:00 PDT,129.1kW,129.1
2018-03-24 12:15,2018-03-24 12:15:00 PDT,130.3kW,130.3
2018-03-24 12:30,2018-03-24 12:30:00 PDT,126.4kW,126.4
2018-03-24 12:45,2018-03-24 12:45:00 PDT,117.9kW,117.9
2018-03-24 13:00,2018-03-24 13:00:00 PDT,117.4kW,117.4
2018-03-24 13:15,2018-03-24 13:15:00 PDT,115.3kW,115.3
2018-03-24 13:30,2018-03-24 13:30:00 PDT,110.6kW,110.6
2018-03-24 13:45,2018-03-24 13:45:00 PDT,84.5kW,84.5
2018-03-24 14:00,2018-03-24 14:00:00 PDT,41.4kW,41.4
2018-03-24 14:15,2018-03-24 14:15:00 PDT,44.0kW,44
2018-03-24 14:30,2018-03-24 14:30:00 PDT,52.0kW,52
2018-03-24 14:45,2018-03-24 14:45:00 PDT,48.4kW,48.4
2018-03-24 15:00,2018-03-24 15:00:00 PDT,44.0kW,44
2018-03-24 15:15,2018-03-24 15:15:00 PDT,60.7kW,60.7
2018-03-24 15:30,2018-03-24 15:30:00 PDT,105.5kW,105.5
2018-03-24 15:45,2018-03-24 15:45:00 PDT,95.0kW,95
2018-03-24 16:00,2018-03-24 16:00:00 PDT,47.4kW,47.4
2018-03-24 16:15,2018-03-24 16:15:00 PDT,40.6kW,40.6
2018-03-24 16:30,2018-03-24 16:30:00 PDT,35.6kW,35.6
2018-03-24 16:45,2018-03-24 16:45:00 PDT,26.5kW,26.5
2018-03-24 17:00,2018-03-24 17:00:00 PDT,36.2kW,36.2
2018-03-24 17:15,2018-03-24 17:15:00 PDT,75.5kW,75.5
2018-03-24 17:30,2018-03-24 17:30:00 PDT,98.5kW,98.5
2018-03-24 17:45,2018-03-24 17:45:00 PDT,96.9kW,96.9
2018-03-24 18:00,2018-03-24 18:00:00 PDT,100.4kW,100.4
2018-03-24 18:15,2018-03-24 18:15:00 PDT,106.7kW,106.7
2018-03-24 18:30,2018-03-24 18:30:00 PDT,103.4kW,103.4
2018-03-24 18:45,2018-03-24 18:45:00 PDT,109.8kW,109.8
2018-03-24 19:00,2018-03-24 19:00:00 PDT,106.5kW,106.5
2018-03-24 19:15,2018-03-24 19:15:00 PDT,116.9kW,116.9
2018-03-24 19:30,2018-03-24 19:30:00 PDT,123.7kW,123.7
2018-03-24 19:45,2018-03-24 19:45:00 PDT,125.0kW,125
2018-03-24 20:00,2018-03-24 20:00:00 PDT,130.0kW,130
2018-03-24 20:15,2018-03-24 20:15:00 PDT,129.5kW,129.5
2018-03-24 20:30,2018-03-24 20:30:00 PDT,131.6kW,131.6
2018-03-24 20:45,2018-03-24 20:45:00 PDT,128.3kW,128.3
2018-03-24 21:00,2018-03-24 21:00:00 PDT,121.9kW,121.9
2018-03-24 21:15,2018-03-24 21:15:00 PDT,130.6kW,130.6
2018-03-24 21:30,2018-03-24 21:30:00 PDT,120.6kW,120.6
2018-03-24 21:45,2018-03-24 21:45:00 PDT,118.8kW,118.8
2018-03-24 22:00,2018-03-24 22:00:00 PDT,120.4kW,120.4
2018-03-24 22:15,2018-03-24 22:15:00 PDT,128.1kW,128.1
2018-03-24 22:30,2018-03-24 22:30:00 PDT,122.9kW,122.9
2018-03-24 22:45,2018-03-24 22:45:00 PDT,121.5kW,121.5
2018-03-24 23:00,2018-03-24 23:00:00 PDT,122.2kW,122.2
2018-03-24 23:15,2018-03-24 23:15:00 PDT,116.7kW,116.7
2018-03-24 23:30,2018-03-24 23:30:00 PDT,115.8kW,115.8
2018-03-24 23:45,2018-03-24 23:45:00 PDT,94.6kW,94.6
2018-03-25 0:00,2018-03-25 00:00:00 PDT,73.6kW,73.6
2018-03-25 0:15,2018-03-25 00:15:00 PDT,74.4kW,74.4
2018-03-25 0:30,2018-03-25 00:30:00 PDT,71.9kW,71.9
2018-03-25 0:45,2018-03-25 00:45:00 PDT,63.9kW,63.9
2018-03-25 1:00,2018-03-25 01:00:00 PDT,76.1kW,76.1
2018-03-25 1:15,2018-03-25 01:15:00 PDT,73.2kW,73.2
2018-03-25 1:30,2018-03-25 01:30:00 PDT,70.2kW,70.2
2018-03-25 1:45,2018-03-25 01:45:00 PDT,75.5kW,75.5
2018-03-25 2:00,2018-03-25 02:00:00 PDT,61.1kW,61.1
2018-03-25 2:15,2018-03-25 02:15:00 PDT,54.7kW,54.7
2018-03-25 2:30,2018-03-25 02:30:00 PDT,57.7kW,57.7
2018-03-25 2:45,2018-03-25 02:45:00 PDT,59.3kW,59.3
2018-03-25 3:00,2018-03-25 03:00:00 PDT,61.4kW,61.4
2018-03-25 3:15,2018-03-25 03:15:00 PDT,61.6kW,61.6
2018-03-25 3:30,2018-03-25 03:30:00 PDT,62.5kW,62.5
2018-03-25 3:45,2018-03-25 03:45:00 PDT,61.8kW,61.8
2018-03-25 4:00,2018-03-25 04:00:00 PDT,63.6kW,63.6
2018-03-25 4:15,2018-03-25 04:15:00 PDT,64.3kW,64.3
2018-03-25 4:30,2018-03-25 04:30:00 PDT,64.7kW,64.7
2018-03-25 4:45,2018-03-25 04:45:00 PDT,61.5kW,61.5
2018-03-25 5:00,2018-03-25 05:00:00 PDT,69.9kW,69.9
2018-03-25 5:15,2018-03-25 05:15:00 PDT,81.4kW,81.4
2018-03-25 5:30,2018-03-25 05:30:00 PDT,80.4kW,80.4
2018-03-25 5:45,2018-03-25 05:45:00 PDT,79.6kW,79.6
2018-03-25 6:00,2018-03-25 06:00:00 PDT,75.8kW,75.8
2018-03-25 6:15,2018-03-25 06:15:00 PDT,76.4kW,76.4
2018-03-25 6:30,2018-03-25 06:30:00 PDT,76.7kW,76.7
2018-03-25 6:45,2018-03-25 06:45:00 PDT,79.1kW,79.1
2018-03-25 7:00,2018-03-25 07:00:00 PDT,86.1kW,86.1
2018-03-25 7:15,2018-03-25 07:15:00 PDT,104.4kW,104.4
2018-03-25 7:30,2018-03-25 07:30:00 PDT,141.1kW,141.1
2018-03-25 7:45,2018-03-25 07:45:00 PDT,140.4kW,140.4
2018-03-25 8:00,2018-03-25 08:00:00 PDT,136.7kW,136.7
2018-03-25 8:15,2018-03-25 08:15:00 PDT,125.0kW,125
2018-03-25 8:30,2018-03-25 08:30:00 PDT,136.9kW,136.9
2018-03-25 8:45,2018-03-25 08:45:00 PDT,143.5kW,143.5
2018-03-25 9:00,2018-03-25 09:00:00 PDT,145.0kW,145
2018-03-25 9:15,2018-03-25 09:15:00 PDT,132.8kW,132.8
2018-03-25 9:30,2018-03-25 09:30:00 PDT,131.9kW,131.9
2018-03-25 9:45,2018-03-25 09:45:00 PDT,124.5kW,124.5
2018-03-25 10:00,2018-03-25 10:00:00 PDT,130.7kW,130.7
2018-03-25 10:15,2018-03-25 10:15:00 PDT,132.0kW,132
2018-03-25 10:30,2018-03-25 10:30:00 PDT,131.3kW,131.3
2018-03-25 10:45,2018-03-25 10:45:00 PDT,130.1kW,130.1
2018-03-25 11:00,2018-03-25 11:00:00 PDT,114.9kW,114.9
2018-03-25 11:15,2018-03-25 11:15:00 PDT,117.3kW,117.3
2018-03-25 11:30,2018-03-25 11:30:00 PDT,75.9kW,75.9
2018-03-25 11:45,2018-03-25 11:45:00 PDT,54.6kW,54.6
2018-03-25 12:00,2018-03-25 12:00:00 PDT,72.5kW,72.5
2018-03-25 12:15,2018-03-25 12:15:00 PDT,108.1kW,108.1
2018-03-25 12:30,2018-03-25 12:30:00 PDT,109.2kW,109.2
2018-03-25 12:45,2018-03-25 12:45:00 PDT,110.5kW,110.5
2018-03-25 13:00,2018-03-25 13:00:00 PDT,103.8kW,103.8
2018-03-25 13:15,2018-03-25 13:15:00 PDT,42.9kW,42.9
2018-03-25 13:30,2018-03-25 13:30:00 PDT,47.8kW,47.8
2018-03-25 13:45,2018-03-25 13:45:00 PDT,44.6kW,44.6
2018-03-25 14:00,2018-03-25 14:00:00 PDT,58.0kW,58
2018-03-25 14:15,2018-03-25 14:15:00 PDT,101.1kW,101.1
2018-03-25 14:30,2018-03-25 14:30:00 PDT,115.2kW,115.2
2018-03-25 14:45,2018-03-25 14:45:00 PDT,94.5kW,94.5
2018-03-25 15:00,2018-03-25 15:00:00 PDT,41.7kW,41.7
2018-03-25 15:15,2018-03-25 15:15:00 PDT,65.3kW,65.3
2018-03-25 15:30,2018-03-25 15:30:00 PDT,114.8kW,114.8
2018-03-25 15:45,2018-03-25 15:45:00 PDT,102.3kW,102.3
2018-03-25 16:00,2018-03-25 16:00:00 PDT,110.6kW,110.6
2018-03-25 16:15,2018-03-25 16:15:00 PDT,103.0kW,103
2018-03-25 16:30,2018-03-25 16:30:00 PDT,110.6kW,110.6
2018-03-25 16:45,2018-03-25 16:45:00 PDT,103.4kW,103.4
2018-03-25 17:00,2018-03-25 17:00:00 PDT,105.6kW,105.6
2018-03-25 17:15,2018-03-25 17:15:00 PDT,98.3kW,98.3
2018-03-25 17:30,2018-03-25 17:30:00 PDT,93.6kW,93.6
2018-03-25 17:45,2018-03-25 17:45:00 PDT,103.1kW,103.1
2018-03-25 18:00,2018-03-25 18:00:00 PDT,104.2kW,104.2
2018-03-25 18:15,2018-03-25 18:15:00 PDT,108.8kW,108.8
2018-03-25 18:30,2018-03-25 18:30:00 PDT,102.4kW,102.4
2018-03-25 18:45,2018-03-25 18:45:00 PDT,112.6kW,112.6
2018-03-25 19:00,2018-03-25 19:00:00 PDT,112.1kW,112.1
2018-03-25 19:15,2018-03-25 19:15:00 PDT,121.4kW,121.4
2018-03-25 19:30,2018-03-25 19:30:00 PDT,122.1kW,122.1
2018-03-25 19:45,2018-03-25 19:45:00 PDT,131.3kW,131.3
2018-03-25 20:00,2018-03-25 20:00:00 PDT,132.9kW,132.9
2018-03-25 20:15,2018-03-25 20:15:00 PDT,131.7kW,131.7
2018-03-25 20:30,2018-03-25 20:30:00 PDT,135.7kW,135.7
2018-03-25 20:45,2018-03-25 20:45:00 PDT,134.7kW,134.7
2018-03-25 21:00,2018-03-25 21:00:00 PDT,135.7kW,135.7
2018-03-25 21:15,2018-03-25 21:15:00 PDT,141.8kW,141.8
2018-03-25 21:30,2018-03-25 21:30:00 PDT,133.4kW,133.4
2018-03-25 21:45,2018-03-25 21:45:00 PDT,131.1kW,131.1
2018-03-25 22:00,2018-03-25 22:00:00 PDT,127.1kW,127.1
2018-03-25 22:15,2018-03-25 22:15:00 PDT,129.8kW,129.8
2018-03-25 22:30,2018-03-25 22:30:00 PDT,132.1kW,132.1
2018-03-25 22:45,2018-03-25 22:45:00 PDT,131.4kW,131.4
2018-03-25 23:00,2018-03-25 23:00:00 PDT,122.9kW,122.9
2018-03-25 23:15,2018-03-25 23:15:00 PDT,103.5kW,103.5
2018-03-25 23:30,2018-03-25 23:30:00 PDT,110.2kW,110.2
2018-03-25 23:45,2018-03-25 23:45:00 PDT,88.2kW,88.2
2018-03-26 0:00,2018-03-26 00:00:00 PDT,67.3kW,67.3
2018-03-26 0:15,2018-03-26 00:15:00 PDT,67.0kW,67
2018-03-26 0:30,2018-03-26 00:30:00 PDT,66.6kW,66.6
2018-03-26 0:45,2018-03-26 00:45:00 PDT,62.6kW,62.6
2018-03-26 1:00,2018-03-26 01:00:00 PDT,72.4kW,72.4
2018-03-26 1:15,2018-03-26 01:15:00 PDT,75.1kW,75.1
2018-03-26 1:30,2018-03-26 01:30:00 PDT,70.0kW,70
2018-03-26 1:45,2018-03-26 01:45:00 PDT,72.3kW,72.3
2018-03-26 2:00,2018-03-26 02:00:00 PDT,61.1kW,61.1
2018-03-26 2:15,2018-03-26 02:15:00 PDT,55.9kW,55.9
2018-03-26 2:30,2018-03-26 02:30:00 PDT,58.3kW,58.3
2018-03-26 2:45,2018-03-26 02:45:00 PDT,55.3kW,55.3
2018-03-26 3:00,2018-03-26 03:00:00 PDT,58.7kW,58.7
2018-03-26 3:15,2018-03-26 03:15:00 PDT,54.7kW,54.7
2018-03-26 3:30,2018-03-26 03:30:00 PDT,62.6kW,62.6
2018-03-26 3:45,2018-03-26 03:45:00 PDT,54.8kW,54.8
2018-03-26 4:00,2018-03-26 04:00:00 PDT,61.5kW,61.5
2018-03-26 4:15,2018-03-26 04:15:00 PDT,59.7kW,59.7
2018-03-26 4:30,2018-03-26 04:30:00 PDT,60.5kW,60.5
2018-03-26 4:45,2018-03-26 04:45:00 PDT,60.9kW,60.9
2018-03-26 5:00,2018-03-26 05:00:00 PDT,65.7kW,65.7
2018-03-26 5:15,2018-03-26 05:15:00 PDT,82.6kW,82.6
2018-03-26 5:30,2018-03-26 05:30:00 PDT,89.6kW,89.6
2018-03-26 5:45,2018-03-26 05:45:00 PDT,97.6kW,97.6
2018-03-26 6:00,2018-03-26 06:00:00 PDT,98.2kW,98.2
2018-03-26 6:15,2018-03-26 06:15:00 PDT,110.0kW,110
2018-03-26 6:30,2018-03-26 06:30:00 PDT,130.6kW,130.6
2018-03-26 6:45,2018-03-26 06:45:00 PDT,142.6kW,142.6
2018-03-26 7:00,2018-03-26 07:00:00 PDT,171.9kW,171.9
2018-03-26 7:15,2018-03-26 07:15:00 PDT,214.8kW,214.8
2018-03-26 7:30,2018-03-26 07:30:00 PDT,247.8kW,247.8
2018-03-26 7:45,2018-03-26 07:45:00 PDT,246.9kW,246.9
2018-03-26 8:00,2018-03-26 08:00:00 PDT,245.6kW,245.6
2018-03-26 8:15,2018-03-26 08:15:00 PDT,230.8kW,230.8
2018-03-26 8:30,2018-03-26 08:30:00 PDT,225.8kW,225.8
2018-03-26 8:45,2018-03-26 08:45:00 PDT,216.9kW,216.9
2018-03-26 9:00,2018-03-26 09:00:00 PDT,228.3kW,228.3
2018-03-26 9:15,2018-03-26 09:15:00 PDT,198.7kW,198.7
2018-03-26 9:30,2018-03-26 09:30:00 PDT,197.7kW,197.7
2018-03-26 9:45,2018-03-26 09:45:00 PDT,193.9kW,193.9
2018-03-26 10:00,2018-03-26 10:00:00 PDT,196.1kW,196.1
2018-03-26 10:15,2018-03-26 10:15:00 PDT,192.1kW,192.1
2018-03-26 10:30,2018-03-26 10:30:00 PDT,187.2kW,187.2
2018-03-26 10:45,2018-03-26 10:45:00 PDT,192.3kW,192.3
2018-03-26 11:00,2018-03-26 11:00:00 PDT,190.0kW,190
2018-03-26 11:15,2018-03-26 11:15:00 PDT,195.7kW,195.7
2018-03-26 11:30,2018-03-26 11:30:00 PDT,197.4kW,197.4
2018-03-26 11:45,2018-03-26 11:45:00 PDT,182.4kW,182.4
2018-03-26 12:00,2018-03-26 12:00:00 PDT,183.1kW,183.1
2018-03-26 12:15,2018-03-26 12:15:00 PDT,193.6kW,193.6
2018-03-26 12:30,2018-03-26 12:30:00 PDT,211.7kW,211.7
2018-03-26 12:45,2018-03-26 12:45:00 PDT,208.2kW,208.2
2018-03-26 13:00,2018-03-26 13:00:00 PDT,209.5kW,209.5
2018-03-26 13:15,2018-03-26 13:15:00 PDT,203.6kW,203.6
2018-03-26 13:30,2018-03-26 13:30:00 PDT,206.9kW,206.9
2018-03-26 13:45,2018-03-26 13:45:00 PDT,201.2kW,201.2
2018-03-26 14:00,2018-03-26 14:00:00 PDT,184.6kW,184.6
2018-03-26 14:15,2018-03-26 14:15:00 PDT,193.2kW,193.2
2018-03-26 14:30,2018-03-26 14:30:00 PDT,209.7kW,209.7
2018-03-26 14:45,2018-03-26 14:45:00 PDT,199.0kW,199
2018-03-26 15:00,2018-03-26 15:00:00 PDT,207.1kW,207.1
2018-03-26 15:15,2018-03-26 15:15:00 PDT,212.1kW,212.1
2018-03-26 15:30,2018-03-26 15:30:00 PDT,194.3kW,194.3
2018-03-26 15:45,2018-03-26 15:45:00 PDT,173.3kW,173.3
2018-03-26 16:00,2018-03-26 16:00:00 PDT,167.2kW,167.2
2018-03-26 16:15,2018-03-26 16:15:00 PDT,163.2kW,163.2
2018-03-26 16:30,2018-03-26 16:30:00 PDT,145.6kW,145.6
2018-03-26 16:45,2018-03-26 16:45:00 PDT,139.4kW,139.4
2018-03-26 17:00,2018-03-26 17:00:00 PDT,147.4kW,147.4
2018-03-26 17:15,2018-03-26 17:15:00 PDT,135.1kW,135.1
2018-03-26 17:30,2018-03-26 17:30:00 PDT,137.6kW,137.6
2018-03-26 17:45,2018-03-26 17:45:00 PDT,133.4kW,133.4
2018-03-26 18:00,2018-03-26 18:00:00 PDT,130.7kW,130.7
2018-03-26 18:15,2018-03-26 18:15:00 PDT,126.9kW,126.9
2018-03-26 18:30,2018-03-26 18:30:00 PDT,112.2kW,112.2
2018-03-26 18:45,2018-03-26 18:45:00 PDT,114.8kW,114.8
2018-03-26 19:00,2018-03-26 19:00:00 PDT,110.8kW,110.8
2018-03-26 19:15,2018-03-26 19:15:00 PDT,122.7kW,122.7
2018-03-26 19:30,2018-03-26 19:30:00 PDT,125.6kW,125.6
2018-03-26 19:45,2018-03-26 19:45:00 PDT,121.2kW,121.2
2018-03-26 20:00,2018-03-26 20:00:00 PDT,119.2kW,119.2
2018-03-26 20:15,2018-03-26 20:15:00 PDT,127.8kW,127.8
2018-03-26 20:30,2018-03-26 20:30:00 PDT,126.7kW,126.7
2018-03-26 20:45,2018-03-26 20:45:00 PDT,124.9kW,124.9
2018-03-26 21:00,2018-03-26 21:00:00 PDT,128.9kW,128.9
2018-03-26 21:15,2018-03-26 21:15:00 PDT,137.0kW,137
2018-03-26 21:30,2018-03-26 21:30:00 PDT,144.0kW,144
2018-03-26 21:45,2018-03-26 21:45:00 PDT,136.4kW,136.4
2018-03-26 22:00,2018-03-26 22:00:00 PDT,133.4kW,133.4
2018-03-26 22:15,2018-03-26 22:15:00 PDT,137.2kW,137.2
2018-03-26 22:30,2018-03-26 22:30:00 PDT,141.3kW,141.3
2018-03-26 22:45,2018-03-26 22:45:00 PDT,134.5kW,134.5
2018-03-26 23:00,2018-03-26 23:00:00 PDT,125.3kW,125.3
2018-03-26 23:15,2018-03-26 23:15:00 PDT,112.7kW,112.7
2018-03-26 23:30,2018-03-26 23:30:00 PDT,123.6kW,123.6
2018-03-26 23:45,2018-03-26 23:45:00 PDT,107.9kW,107.9
2018-03-27 0:00,2018-03-27 00:00:00 PDT,79.6kW,79.6
2018-03-27 0:15,2018-03-27 00:15:00 PDT,77.2kW,77.2
2018-03-27 0:30,2018-03-27 00:30:00 PDT,77.1kW,77.1
2018-03-27 0:45,2018-03-27 00:45:00 PDT,77.5kW,77.5
2018-03-27 1:00,2018-03-27 01:00:00 PDT,80.7kW,80.7
2018-03-27 1:15,2018-03-27 01:15:00 PDT,84.5kW,84.5
2018-03-27 1:30,2018-03-27 01:30:00 PDT,83.1kW,83.1
2018-03-27 1:45,2018-03-27 01:45:00 PDT,88.5kW,88.5
2018-03-27 2:00,2018-03-27 02:00:00 PDT,70.2kW,70.2
2018-03-27 2:15,2018-03-27 02:15:00 PDT,60.2kW,60.2
2018-03-27 2:30,2018-03-27 02:30:00 PDT,69.2kW,69.2
2018-03-27 2:45,2018-03-27 02:45:00 PDT,67.6kW,67.6
2018-03-27 3:00,2018-03-27 03:00:00 PDT,64.8kW,64.8
2018-03-27 3:15,2018-03-27 03:15:00 PDT,54.7kW,54.7
2018-03-27 3:30,2018-03-27 03:30:00 PDT,64.5kW,64.5
2018-03-27 3:45,2018-03-27 03:45:00 PDT,67.7kW,67.7
2018-03-27 4:00,2018-03-27 04:00:00 PDT,62.7kW,62.7
2018-03-27 4:15,2018-03-27 04:15:00 PDT,65.6kW,65.6
2018-03-27 4:30,2018-03-27 04:30:00 PDT,56.9kW,56.9
2018-03-27 4:45,2018-03-27 04:45:00 PDT,65.4kW,65.4
2018-03-27 5:00,2018-03-27 05:00:00 PDT,78.4kW,78.4
2018-03-27 5:15,2018-03-27 05:15:00 PDT,77.5kW,77.5
2018-03-27 5:30,2018-03-27 05:30:00 PDT,83.8kW,83.8
2018-03-27 5:45,2018-03-27 05:45:00 PDT,93.5kW,93.5
2018-03-27 6:00,2018-03-27 06:00:00 PDT,106.0kW,106
2018-03-27 6:15,2018-03-27 06:15:00 PDT,110.1kW,110.1
2018-03-27 6:30,2018-03-27 06:30:00 PDT,118.2kW,118.2
2018-03-27 6:45,2018-03-27 06:45:00 PDT,136.1kW,136.1
2018-03-27 7:00,2018-03-27 07:00:00 PDT,158.6kW,158.6
2018-03-27 7:15,2018-03-27 07:15:00 PDT,206.9kW,206.9
2018-03-27 7:30,2018-03-27 07:30:00 PDT,241.8kW,241.8
2018-03-27 7:45,2018-03-27 07:45:00 PDT,248.5kW,248.5
2018-03-27 8:00,2018-03-27 08:00:00 PDT,258.6kW,258.6
2018-03-27 8:15,2018-03-27 08:15:00 PDT,257.6kW,257.6
2018-03-27 8:30,2018-03-27 08:30:00 PDT,257.8kW,257.8
2018-03-27 8:45,2018-03-27 08:45:00 PDT,230.6kW,230.6
2018-03-27 9:00,2018-03-27 09:00:00 PDT,234.6kW,234.6
2018-03-27 9:15,2018-03-27 09:15:00 PDT,206.8kW,206.8
2018-03-27 9:30,2018-03-27 09:30:00 PDT,203.0kW,203
2018-03-27 9:45,2018-03-27 09:45:00 PDT,214.9kW,214.9
2018-03-27 10:00,2018-03-27 10:00:00 PDT,220.3kW,220.3
2018-03-27 10:15,2018-03-27 10:15:00 PDT,216.8kW,216.8
2018-03-27 10:30,2018-03-27 10:30:00 PDT,213.2kW,213.2
2018-03-27 10:45,2018-03-27 10:45:00 PDT,198.5kW,198.5
2018-03-27 11:00,2018-03-27 11:00:00 PDT,211.5kW,211.5
2018-03-27 11:15,2018-03-27 11:15:00 PDT,213.8kW,213.8
2018-03-27 11:30,2018-03-27 11:30:00 PDT,222.3kW,222.3
2018-03-27 11:45,2018-03-27 11:45:00 PDT,186.9kW,186.9
2018-03-27 12:00,2018-03-27 12:00:00 PDT,181.8kW,181.8
2018-03-27 12:15,2018-03-27 12:15:00 PDT,141.0kW,141
2018-03-27 12:30,2018-03-27 12:30:00 PDT,146.1kW,146.1
2018-03-27 12:45,2018-03-27 12:45:00 PDT,199.3kW,199.3
2018-03-27 13:00,2018-03-27 13:00:00 PDT,209.3kW,209.3
2018-03-27 13:15,2018-03-27 13:15:00 PDT,203.8kW,203.8
2018-03-27 13:30,2018-03-27 13:30:00 PDT,203.7kW,203.7
2018-03-27 13:45,2018-03-27 13:45:00 PDT,177.9kW,177.9
2018-03-27 14:00,2018-03-27 14:00:00 PDT,106.7kW,106.7
2018-03-27 14:15,2018-03-27 14:15:00 PDT,119.8kW,119.8
2018-03-27 14:30,2018-03-27 14:30:00 PDT,121.5kW,121.5
2018-03-27 14:45,2018-03-27 14:45:00 PDT,133.5kW,133.5
2018-03-27 15:00,2018-03-27 15:00:00 PDT,132.5kW,132.5
2018-03-27 15:15,2018-03-27 15:15:00 PDT,123.0kW,123
2018-03-27 15:30,2018-03-27 15:30:00 PDT,98.1kW,98.1
2018-03-27 15:45,2018-03-27 15:45:00 PDT,82.7kW,82.7
2018-03-27 16:00,2018-03-27 16:00:00 PDT,85.8kW,85.8
2018-03-27 16:15,2018-03-27 16:15:00 PDT,81.1kW,81.1
2018-03-27 16:30,2018-03-27 16:30:00 PDT,79.5kW,79.5
2018-03-27 16:45,2018-03-27 16:45:00 PDT,72.1kW,72.1
2018-03-27 17:00,2018-03-27 17:00:00 PDT,86.5kW,86.5
2018-03-27 17:15,2018-03-27 17:15:00 PDT,94.9kW,94.9
2018-03-27 17:30,2018-03-27 17:30:00 PDT,107.8kW,107.8
2018-03-27 17:45,2018-03-27 17:45:00 PDT,101.0kW,101
2018-03-27 18:00,2018-03-27 18:00:00 PDT,110.4kW,110.4
2018-03-27 18:15,2018-03-27 18:15:00 PDT,110.9kW,110.9
2018-03-27 18:30,2018-03-27 18:30:00 PDT,102.8kW,102.8
2018-03-27 18:45,2018-03-27 18:45:00 PDT,103.5kW,103.5
2018-03-27 19:00,2018-03-27 19:00:00 PDT,97.5kW,97.5
2018-03-27 19:15,2018-03-27 19:15:00 PDT,108.7kW,108.7
2018-03-27 19:30,2018-03-27 19:30:00 PDT,110.2kW,110.2
2018-03-27 19:45,2018-03-27 19:45:00 PDT,108.5kW,108.5
2018-03-27 20:00,2018-03-27 20:00:00 PDT,110.4kW,110.4
2018-03-27 20:15,2018-03-27 20:15:00 PDT,120.6kW,120.6
2018-03-27 20:30,2018-03-27 20:30:00 PDT,122.2kW,122.2
2018-03-27 20:45,2018-03-27 20:45:00 PDT,120.2kW,120.2
2018-03-27 21:00,2018-03-27 21:00:00 PDT,121.8kW,121.8
2018-03-27 21:15,2018-03-27 21:15:00 PDT,131.4kW,131.4
2018-03-27 21:30,2018-03-27 21:30:00 PDT,129.6kW,129.6
2018-03-27 21:45,2018-03-27 21:45:00 PDT,134.6kW,134.6
2018-03-27 22:00,2018-03-27 22:00:00 PDT,124.8kW,124.8
2018-03-27 22:15,2018-03-27 22:15:00 PDT,129.8kW,129.8
2018-03-27 22:30,2018-03-27 22:30:00 PDT,131.7kW,131.7
2018-03-27 22:45,2018-03-27 22:45:00 PDT,134.1kW,134.1
2018-03-27 23:00,2018-03-27 23:00:00 PDT,134.3kW,134.3
2018-03-27 23:15,2018-03-27 23:15:00 PDT,112.9kW,112.9
2018-03-27 23:30,2018-03-27 23:30:00 PDT,115.3kW,115.3
2018-03-27 23:45,2018-03-27 23:45:00 PDT,96.3kW,96.3
2018-03-28 0:00,2018-03-28 00:00:00 PDT,74.8kW,74.8
2018-03-28 0:15,2018-03-28 00:15:00 PDT,67.1kW,67.1
2018-03-28 0:30,2018-03-28 00:30:00 PDT,67.3kW,67.3
2018-03-28 0:45,2018-03-28 00:45:00 PDT,67.5kW,67.5
2018-03-28 1:00,2018-03-28 01:00:00 PDT,82.0kW,82
2018-03-28 1:15,2018-03-28 01:15:00 PDT,82.9kW,82.9
